id,title,year,tier,software_detected,method_candidates_sw,method_candidates_kw,datatype_candidates,taxon_candidates,geoscope_candidates,environment_candidates,contribution_candidates,ResearchTask_labels,Method_labels,Software_labels,Taxon_labels,DataType_labels,GeoScope_labels,EnvironmentType_labels,ContributionType_labels
https://openalex.org/W3185309958,Testing genome skimming for species discrimination in the large and taxonomically difficult genus <i>Rhododendron</i>,2021,tier1,,,,,Plants,Not Specified|Single Location,High-altitude,Empirical Study,Species Delimitation|Phylogeny Inference,,,Plants|Angiosperms,Nuclear Gene Sequences|Whole Genome Sequence,Not Specified,High-altitude,Empirical Study
https://openalex.org/W3131947824,Transmission of SARS-CoV-2 in domestic cats imposes a narrow bottleneck,2021,tier2,,,dN/dS Analysis,,,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper,Adaptation Inference|Selection / Positive Selection Detection|Evolutionary Theory / Conceptual Analysis,dN/dS Analysis,,Mammalia,Whole Genome Sequence,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W4309233014,Cross-trait assortative mating is widespread and inflates genetic correlation estimates,2022,tier2,,,,Behavioral Data,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Evolutionary Theory / Conceptual Analysis,,,,Behavioral Data,Not Specified,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W3031702689,Ancient genome-wide DNA from France highlights the complexity of interactions between Mesolithic hunter-gatherers and Neolithic farmers,2020,tier2,,,,Whole Genome Sequence,,Not Specified|Single Location,Not Specified,Empirical Study,,,,,Whole Genome Sequence,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3025295657,"Genomic Epidemiology, Evolution, and Transmission Dynamics of Porcine Deltacoronavirus",2020,tier1,,,dN/dS Analysis,,,Global / Public Database Scale,Not Specified,Empirical Study,Phylogeny Inference|Selection / Positive Selection Detection,dN/dS Analysis,,,,Global / Public Database Scale,Not Specified,Empirical Study
https://openalex.org/W3108785720,The role of the microbiota in human genetic adaptation,2020,tier2,,,,Occurrence / Distribution Records,Mammalia,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Adaptation Inference|Eco-evolutionary Dynamics,,,Mammalia,Occurrence / Distribution Records,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3098683386,Massive gene presence-absence variation shapes an open pan-genome in the Mediterranean mussel,2020,tier1,,,,Occurrence / Distribution Records|Whole Genome Sequence,,Not Specified|Single Location,Marine,Empirical Study|Resource / Dataset Paper,Adaptation Inference|Gene Flow / Introgression Analysis,,,,Whole Genome Sequence,Not Specified,Marine,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3158042772,The evolution of mammalian brain size,2021,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Macroevolutionary Pattern Analysis|Trait Evolution / Ancestral State Reconstruction,,,Mammalia,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3006857885,A willow sex chromosome reveals convergent evolution of complex palindromic repeats,2020,tier1,STRUCTURE,,,Transcriptome (RNA-seq),Mammalia|Plants,Multiple Locations,Not Specified,Empirical Study,Gene Flow / Introgression Analysis|Adaptation Inference,,STRUCTURE,Plants,Transcriptome (RNA-seq),Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3067773676,Ancestral Absence of Electron Transport Chains in Patescibacteria and DPANN,2020,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference|Adaptation Inference,,,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W2964962118,An introduction to phylosymbiosis,2020,tier1,,,,,Plants,Not Specified|Single Location,Terrestrial,Empirical Study|Method / Model Paper|Review / Survey,Eco-evolutionary Dynamics,,,Plants,,Not Specified,Terrestrial,Review / Survey|Empirical Study|Method / Model Paper
https://openalex.org/W3124071923,Spatial patterns and conservation of genetic and phylogenetic diversity of wildlife in China,2021,tier2,,,,,Vertebrates,Not Specified|Single Location,Terrestrial,Empirical Study,Phylogeny Inference|Biogeography,,,Vertebrates,,Multiple Locations|Not Specified,Terrestrial,Empirical Study
https://openalex.org/W3149310107,High social status males experience accelerated epigenetic aging in wild baboons,2021,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Demographic History Inference|Adaptation Inference,,,,,Single Location|Not Specified,Not Specified,Empirical Study
https://openalex.org/W3048434366,An Unbiased Molecular Approach Using 3′-UTRs Resolves the Avian Family-Level Tree of Life,2020,tier1,,,,Fossil Record,Aves,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference|Phylogenetic Comparative Methods|Species Delimitation,,,Aves,Nuclear Gene Sequences|Fossil Record,Not Specified|Single Location,Not Specified,Empirical Study
https://openalex.org/W3026316627,"Genomic Analysis of European Drosophila melanogaster Populations Reveals Longitudinal Structure, Continent-Wide Selection, and Previously Unknown DNA Viruses",2020,tier1,STRUCTURE,,,Ecological / Environmental Variables,Drosophila|Model Organisms,Not Specified|Single Location,Not Specified,Empirical Study,Population Structure Analysis|Adaptation Inference|Selection / Positive Selection Detection,,STRUCTURE,Drosophila|Model Organisms,Ecological / Environmental Variables,Multiple Locations|Global / Public Database Scale,Not Specified,Empirical Study
https://openalex.org/W3007157408,"Complex Evolution of Insect Insulin Receptors and Homologous Decoy Receptors, and Functional Significance of Their Multiplicity",2020,tier2,,,,,Insects,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference|Trait Evolution / Ancestral State Reconstruction,,,Insects,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3158735354,A rooted phylogeny resolves early bacterial evolution,2021,tier1,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference|Macroevolutionary Pattern Analysis,,,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3018187768,Seeing the rainbow: mechanisms underlying spectral sensitivity in teleost fishes,2020,tier2,,,,Occurrence / Distribution Records|Transcriptome (RNA-seq),Teleost Fish|Vertebrates,Not Specified|Single Location,Freshwater|Marine,Empirical Study|Review / Survey,Adaptation Inference,,,Teleost Fish|Vertebrates,Transcriptome (RNA-seq)|Occurrence / Distribution Records,Not Specified,Marine|Freshwater,Review / Survey
https://openalex.org/W3006759334,The systematics of the Cervidae: a total evidence approach,2020,tier2,,,,Fossil Record|mtDNA,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Phylogeny Inference|Trait Evolution / Ancestral State Reconstruction|Divergence Time Estimation,,,,Fossil Record|mtDNA,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3041011883,Speciation through chromosomal fusion and fission in Lepidoptera,2020,tier2,,,,,Insects,Global / Public Database Scale,Freshwater,Empirical Study|Method / Model Paper|Review / Survey,Macroevolutionary Pattern Analysis|Speciation|Phylogenetic Comparative Methods,,,Insects,,Global / Public Database Scale,Freshwater,Empirical Study|Review / Survey
https://openalex.org/W4385278816,ITS alchemy: On the use of ITS as a DNA marker in fungal ecology,2023,tier2,,,,Ecological / Environmental Variables|Nuclear Gene Sequences,,Not Specified|Single Location,Not Specified,Empirical Study,Species Delimitation,,,Plants,Nuclear Gene Sequences|Ecological / Environmental Variables,Not Specified,Not Specified,Review / Survey
https://openalex.org/W4285093403,A super pan-genomic landscape of rice,2022,tier2,,,,Transcriptome (RNA-seq),Plants,Not Specified|Single Location,Terrestrial,Empirical Study,Adaptation Inference|Phylogeny Inference,,,Plants|Angiosperms,Whole Genome Sequence|Transcriptome (RNA-seq),Not Specified,Terrestrial,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3034747402,Disparities in the analysis of morphological disparity,2020,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Review / Survey,Trait Evolution / Ancestral State Reconstruction|Macroevolutionary Pattern Analysis,,,,Morphometric / Phenotypic Trait Data,Not Specified,Not Specified,Review / Survey|Method / Model Paper|Empirical Study
https://openalex.org/W3001749974,"Asian water buffalo: domestication, history and genetics",2020,tier2,STRUCTURE,,,Ecological / Environmental Variables|SNP Genotype Data,,Global / Public Database Scale,Freshwater|Marine,Empirical Study|Resource / Dataset Paper,Domestication|Population Structure Analysis|Gene Flow / Introgression Analysis|Demographic History Inference,,STRUCTURE,,SNP Genotype Data|Ecological / Environmental Variables,Global / Public Database Scale,Freshwater|Marine,Empirical Study|Resource / Dataset Paper
https://openalex.org/W4293051598,Genotype–environment associations to reveal the molecular basis of environmental adaptation,2022,tier2,,,,Ecological / Environmental Variables|SNP Genotype Data|Whole Genome Sequence,Plants,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper,Adaptation Inference|Selection / Positive Selection Detection|Eco-evolutionary Dynamics,,,Plants|Arabidopsis,SNP Genotype Data|Ecological / Environmental Variables|Whole Genome Sequence,Not Specified|Single Location,Marine,Method / Model Paper|Empirical Study
https://openalex.org/W3004122056,101 Dothideomycetes genomes: A test case for predicting lifestyles and emergence of pathogens,2020,tier2,,,,Ecological / Environmental Variables|Whole Genome Sequence,Plants,Multiple Locations,Not Specified,Empirical Study,Phylogeny Inference|Adaptation Inference|Macroevolutionary Pattern Analysis|Species Delimitation,,,Plants,Whole Genome Sequence|Ecological / Environmental Variables,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W4405670661,MEGA12: Molecular Evolutionary Genetic Analysis Version 12 for Adaptive and Green Computing,2024,tier2,,,Maximum Likelihood,,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Phylogeny Inference|Selection / Positive Selection Detection,Maximum Likelihood,MEGA12,,,Not Specified,Not Specified,Resource / Dataset Paper|Method / Model Paper|Empirical Study
https://openalex.org/W3009260711,The sex with the reduced sex chromosome dies earlier: a comparison across the tree of life,2020,tier2,,,,Ecological / Environmental Variables,Aves|Mammalia,Global / Public Database Scale,Freshwater,Empirical Study|Review / Survey,Evolutionary Theory / Conceptual Analysis|Phylogenetic Comparative Methods,,,Mammalia|Aves,Ecological / Environmental Variables,Global / Public Database Scale,Freshwater,Empirical Study
https://openalex.org/W3014884580,Dynamic genome evolution and complex virocell metabolism of globally-distributed giant viruses,2020,tier2,,,,,,Not Specified|Single Location,Freshwater,Empirical Study,Phylogeny Inference|Eco-evolutionary Dynamics,,,,,Not Specified,Freshwater,Empirical Study
https://openalex.org/W4287730743,Local Adaptation: Causal Agents of Selection and Adaptive Trait Divergence,2022,tier2,,,,,,Multiple Locations,Terrestrial,Empirical Study|Review / Survey,Adaptation Inference|Selection / Positive Selection Detection,,,,,Multiple Locations,Terrestrial,Review / Survey|Empirical Study
https://openalex.org/W3040417581,"Measuring Genome Sizes Using Read-Depth, k-mers, and Flow Cytometry: Methodological Comparisons in Beetles (Coleoptera)",2020,tier2,,,,,Insects,Multiple Locations,Not Specified,Empirical Study|Protocol / Technical Note,,,,Insects,Whole Genome Sequence,Multiple Locations,Not Specified,Protocol / Technical Note|Empirical Study
https://openalex.org/W4319812547,"Taxon-specific, phased siRNAs underlie a speciation locus in monkeyflowers",2023,tier2,,,,Nuclear Gene Sequences,,Not Specified|Single Location,Not Specified,Empirical Study,Speciation|Adaptation Inference,,,,Nuclear Gene Sequences,Not Specified,Not Specified,Empirical Study
https://openalex.org/W4296032784,Codiversification of gut microbiota with humans,2022,tier2,,,,Ecological / Environmental Variables,,Global / Public Database Scale,Marine,Empirical Study,Gene Flow / Introgression Analysis|Adaptation Inference|Phylogeny Inference,,,,Ecological / Environmental Variables,Global / Public Database Scale,Marine,Empirical Study
https://openalex.org/W3010767342,The Effects of Temperature on Animal Gut Microbiomes,2020,tier2,,,,Ecological / Environmental Variables|Occurrence / Distribution Records,,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper|Review / Survey,Eco-evolutionary Dynamics|Adaptation Inference,,,,Ecological / Environmental Variables|Occurrence / Distribution Records,Multiple Locations,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W4309766482,Phylogenomics and the flowering plant tree of life,2022,tier1,,,,,Angiosperms|Plants,Multiple Locations,Marine,Empirical Study|Method / Model Paper|Review / Survey,Phylogeny Inference|Macroevolutionary Pattern Analysis|Phylogenetic Comparative Methods,,,Angiosperms|Plants,,Multiple Locations,Marine,Review / Survey|Method / Model Paper
https://openalex.org/W3120875795,Assessing the performance of qpAdm: a statistical tool for studying population admixture,2021,tier2,ADMIXTURE,,Simulation-based Inference,Behavioral Data,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Population Structure Analysis|Gene Flow / Introgression Analysis|Demographic History Inference,Simulation-based Inference,ADMIXTURE,,,Not Specified,Not Specified,Method / Model Paper|Empirical Study
https://openalex.org/W3080711553,"Transient receptor potential channels: current perspectives on evolution, structure, function and nomenclature",2020,tier2,STRUCTURE,,,Ecological / Environmental Variables|Occurrence / Distribution Records,Drosophila|Model Organisms|Vertebrates,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Phylogeny Inference|Trait Evolution / Ancestral State Reconstruction,,STRUCTURE,Drosophila|Vertebrates|Model Organisms,,Not Specified,Not Specified,Review / Survey
https://openalex.org/W3120422619,Applied aspects of methods to infer phylogenetic relationships amongst fungi,2020,tier2,,,,,,Not Specified|Single Location,Marine,Empirical Study,Phylogeny Inference|Species Delimitation|Phylogenetic Comparative Methods,,,,,Not Specified,Marine,Empirical Study
https://openalex.org/W4386316880,Genomic inference of a severe human bottleneck during the Early to Middle Pleistocene transition,2023,tier1,,,Maximum Likelihood|Coalescent-based Model,Fossil Record,,Not Specified|Single Location,Not Specified,Empirical Study,Demographic History Inference|Population Structure Analysis|Divergence Time Estimation,Coalescent-based Model|Maximum Likelihood,,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3075891525,Disentangling Sources of Gene Tree Discordance in Phylogenomic Data Sets: Testing Ancient Hybridizations in Amaranthaceae s.l,2020,tier1,,,Coalescent-based Model|Network Phylogenetics,,Plants,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Phylogeny Inference|Gene Flow / Introgression Analysis|Species Delimitation,Coalescent-based Model|Network Phylogenetics,,Plants|Angiosperms,Transcriptome (RNA-seq),Not Specified,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W3015494257,"Analysis of 1,000+ Type-Strain Genomes Substantially Improves Taxonomic Classification of Alphaproteobacteria",2020,tier2,,,,Whole Genome Sequence,,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference|Species Delimitation,,,,Whole Genome Sequence,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3196034458,Quantifying the relationship between genetic diversity and population size suggests natural selection cannot explain Lewontin’s Paradox,2021,tier1,,,,Occurrence / Distribution Records,,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper,Selection / Positive Selection Detection|Phylogenetic Comparative Methods,Phylogenetic Comparative Methods,,Invertebrates|Vertebrates,Occurrence / Distribution Records,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W3146958471,Global epistasis emerges from a generic model of a complex trait,2021,tier1,,,,,,Not Specified|Single Location,Terrestrial,Empirical Study|Method / Model Paper,Evolutionary Theory / Conceptual Analysis|Adaptation Inference,,,,,Not Specified|Single Location,Terrestrial,Empirical Study|Method / Model Paper
https://openalex.org/W3083864964,Estimating the quality of eukaryotic genomes recovered from metagenomic analysis with EukCC,2020,tier1,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper,,,,Model Organisms|Yeast,,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3035367124,Variation in recombination rate affects detection of outliers in genome scans under neutrality,2020,tier2,,,Coalescent-based Model,,Drosophila|Model Organisms,Multiple Locations,Terrestrial,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Selection / Positive Selection Detection|Gene Flow / Introgression Analysis|Population Structure Analysis,Coalescent-based Model,,Drosophila|Model Organisms,,Multiple Locations,Terrestrial,Empirical Study|Method / Model Paper|Resource / Dataset Paper
https://openalex.org/W3213410277,Phylogenomic approaches to detecting and characterizing introgression,2021,tier1,,,Coalescent-based Model,Occurrence / Distribution Records|Whole Genome Sequence,,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper,Gene Flow / Introgression Analysis|Phylogeny Inference,Coalescent-based Model|Bayesian Inference,,,Whole Genome Sequence|Occurrence / Distribution Records,Multiple Locations,Not Specified,Method / Model Paper|Empirical Study
https://openalex.org/W3007052684,Evolution of Plant NLRs: From Natural History to Precise Modifications,2020,tier1,,,,Ecological / Environmental Variables,Plants,Multiple Locations,Marine,Empirical Study|Review / Survey,Adaptation Inference|Trait Evolution / Ancestral State Reconstruction,,,Plants|Arabidopsis,Ecological / Environmental Variables,Multiple Locations,Marine,Review / Survey|Empirical Study
https://openalex.org/W3160855197,Avian Coloration Genetics: Recent Advances and Emerging Questions,2021,tier1,,,,Occurrence / Distribution Records|SNP Genotype Data,Aves,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper|Review / Survey,Trait Evolution / Ancestral State Reconstruction|Adaptation Inference,,,Aves,SNP Genotype Data|Morphometric / Phenotypic Trait Data,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3027192977,The origin of domestication genes in goats,2020,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Adaptation Inference,,,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3192863794,Epigenetics for Crop Improvement in Times of Global Change,2021,tier2,,,,Ecological / Environmental Variables|Transcriptome (RNA-seq),Plants,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper,Adaptation Inference|Eco-evolutionary Dynamics,,,Plants,Transcriptome (RNA-seq)|Ecological / Environmental Variables,Not Specified,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W4205901551,The Emergence of SARS-CoV-2 Variants of Concern Is Driven by Acceleration of the Substitution Rate,2022,tier2,,,,Occurrence / Distribution Records,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Adaptation Inference|Selection / Positive Selection Detection|Phylogeny Inference,Maximum Likelihood|Bayesian Inference,,,Whole Genome Sequence|Occurrence / Distribution Records,Global / Public Database Scale,Not Specified,Empirical Study
https://openalex.org/W4381661616,A host of armor: Prokaryotic immune strategies against mobile genetic elements,2023,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Evolutionary Theory / Conceptual Analysis|Adaptation Inference,,,,,Not Specified,Not Specified,Review / Survey
https://openalex.org/W3021325701,Phylogenomics Reveals Ancient Gene Tree Discordance in the Amphibian Tree of Life,2020,tier1,,,,Fossil Record|Nuclear Gene Sequences,,Multiple Locations,Not Specified,Empirical Study|Protocol / Technical Note|Resource / Dataset Paper,Phylogeny Inference|Divergence Time Estimation,,,Amphibians,Nuclear Gene Sequences|Fossil Record,Multiple Locations,Not Specified,Empirical Study|Protocol / Technical Note|Resource / Dataset Paper
https://openalex.org/W4310071929,Adaptive sequence divergence forged new neurodevelopmental enhancers in humans,2022,tier1,,,Bayesian Inference|dN/dS Analysis,,,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper,Selection / Positive Selection Detection|Adaptation Inference|Trait Evolution / Ancestral State Reconstruction,dN/dS Analysis,,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3113197882,"<i>Metarhizium</i> : jack of all trades, master of many",2020,tier1,,,,Occurrence / Distribution Records,Insects|Invertebrates|Plants,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Eco-evolutionary Dynamics|Adaptation Inference|Phylogeny Inference,,,Insects|Plants,Ecological / Environmental Variables,Global / Public Database Scale,Not Specified,Empirical Study|Review / Survey
https://openalex.org/W3048671222,"Geographical and temporal distribution of SARS-CoV-2 clades in the WHO European Region, January to June 2020",2020,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Population Structure Analysis|Phylogeny Inference,,,,,Multiple Locations|Not Specified,Not Specified,Empirical Study
https://openalex.org/W3187374982,Origin and Early Evolution of the Eukaryotic Cell,2021,tier1,,,,mtDNA,,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference|Evolutionary Theory / Conceptual Analysis|Phylogenetic Comparative Methods,,,,mtDNA,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W2982414522,Ageing transcriptome meta-analysis reveals similarities and differences between key mammalian tissues,2021,tier2,,,,Transcriptome (RNA-seq),,Global / Public Database Scale,Not Specified,Empirical Study|Resource / Dataset Paper|Review / Survey,Trait Evolution / Ancestral State Reconstruction|Demographic History Inference,,,Mammalia|Mouse,Transcriptome (RNA-seq),Global / Public Database Scale,Not Specified,Empirical Study|Resource / Dataset Paper|Review / Survey
https://openalex.org/W4206193472,Evolutionary Parasitology,2021,tier1,STRUCTURE,,,Behavioral Data,,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper,Eco-evolutionary Dynamics|Adaptation Inference,,STRUCTURE,,Behavioral Data,Not Specified,Marine,Empirical Study|Method / Model Paper
https://openalex.org/W3081335591,Genome size evolution: towards new model systems for old questions,2020,tier1,,,,,,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper,Evolutionary Theory / Conceptual Analysis|Adaptation Inference,,,,,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3002838797,One or two membranes? Diderm Firmicutes challenge the Gram‐positive/Gram‐negative divide,2020,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Review / Survey,Phylogeny Inference,,,Bacteria|Firmicutes,,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3136772542,Microbial evolution and transitions along the parasite–mutualist continuum,2021,tier2,,,,,Plants,Not Specified|Single Location,Freshwater,Empirical Study|Review / Survey,Eco-evolutionary Dynamics|Adaptation Inference,,,Plants,,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3096491883,Genome-scale phylogeny and contrasting modes of genome evolution in the fungal phylum Ascomycota,2020,tier1,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference|Macroevolutionary Pattern Analysis,,,Plants,Whole Genome Sequence,Not Specified,Not Specified,Empirical Study
https://openalex.org/W4318617997,Natural hybridization reduces vulnerability to climate change,2023,tier2,,,,Ecological / Environmental Variables|Occurrence / Distribution Records,,Multiple Locations,Tropical,Empirical Study|Method / Model Paper,Gene Flow / Introgression Analysis|Adaptation Inference|Eco-evolutionary Dynamics,,,,Ecological / Environmental Variables|Occurrence / Distribution Records,Multiple Locations,Tropical,Empirical Study|Method / Model Paper
https://openalex.org/W4220723349,The evolution of brain neuron numbers in amniotes,2022,tier1,,,,,Aves|Mammalia|Reptilia|Vertebrates,Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper,Trait Evolution / Ancestral State Reconstruction|Phylogeny Inference,,,Mammalia|Aves|Reptilia|Vertebrates,,Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3185283445,Large-scale protein level comparison of Deltaproteobacteria reveals cohesive metabolic groups,2021,tier2,,,,,,Multiple Locations,Marine,Empirical Study|Resource / Dataset Paper,Phylogeny Inference|Eco-evolutionary Dynamics,,,Invertebrates,Whole Genome Sequence,Multiple Locations,Marine,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3035031813,Phylogenetic background and habitat drive the genetic diversification of Escherichia coli,2020,tier1,,,,Ecological / Environmental Variables,Aves|Mammalia,Multiple Locations,Freshwater,Empirical Study,Phylogeny Inference|Gene Flow / Introgression Analysis|Adaptation Inference,,,Aves|Mammalia,Ecological / Environmental Variables,Multiple Locations,Freshwater,Empirical Study
https://openalex.org/W3019976500,A single-cell atlas of adult Drosophila ovary identifies transcriptional programs and somatic cell lineage regulating oogenesis,2020,tier2,,,,Transcriptome (RNA-seq),Drosophila|Model Organisms,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Trait Evolution / Ancestral State Reconstruction,,,Drosophila|Model Organisms,Transcriptome (RNA-seq),Not Specified,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3131376036,The Impact of Purifying and Background Selection on the Inference of Population History: Problems and Prospects,2021,tier2,fastsimcoal,Coalescent-based Model|Simulation-based Inference,dN/dS Analysis,,,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper,Demographic History Inference|Selection / Positive Selection Detection,Simulation-based Inference|Coalescent-based Model,fastsimcoal,,,Multiple Locations,Not Specified,Method / Model Paper|Empirical Study
https://openalex.org/W3004715820,"Evolution, developmental expression and function of odorant receptors in insects",2020,tier2,,,,Ecological / Environmental Variables|Transcriptome (RNA-seq),Insects|Vertebrates,Not Specified|Single Location,Not Specified,Empirical Study,Trait Evolution / Ancestral State Reconstruction|Adaptation Inference,,,Insects|Vertebrates,Ecological / Environmental Variables|Transcriptome (RNA-seq),Not Specified,Not Specified,Empirical Study
https://openalex.org/W3125341911,Building pan-genome infrastructures for crop plants and their use in association genetics,2021,tier2,,,,,Plants,Multiple Locations,Marine,Empirical Study|Method / Model Paper|Resource / Dataset Paper|Review / Survey,Phylogeny Inference,,,Plants,,Multiple Locations,Marine,Resource / Dataset Paper|Review / Survey|Empirical Study
https://openalex.org/W3015079544,Applying the core microbiome to understand host–microbe systems,2020,tier2,,,,Occurrence / Distribution Records,,Multiple Locations,Not Specified,Empirical Study,Evolutionary Theory / Conceptual Analysis|Eco-evolutionary Dynamics,,,,Occurrence / Distribution Records,Multiple Locations,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W4389626322,An ANI gap within bacterial species that advances the definitions of intra-species units,2023,tier1,,,,Ecological / Environmental Variables,,Multiple Locations,Marine,Empirical Study|Review / Survey,,,,,Ecological / Environmental Variables,Multiple Locations,Marine,Empirical Study|Review / Survey
https://openalex.org/W3160568774,Ultrafast Sample placement on Existing tRees (UShER) enables real-time phylogenetics for the SARS-CoV-2 pandemic,2021,tier2,STRUCTURE,,,SNP Genotype Data,,Global / Public Database Scale,Marine,Empirical Study,Phylogeny Inference,,STRUCTURE,,SNP Genotype Data,Global / Public Database Scale,Marine,Empirical Study
https://openalex.org/W1509118950,Biology of Sharks and Their Relatives,2022,tier2,,,,Behavioral Data,Teleost Fish,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference|Biogeography,,,Teleost Fish,Behavioral Data,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3013112475,Dimensionality reduction reveals fine-scale structure in the Japanese population with consequences for polygenic risk prediction,2020,tier1,STRUCTURE,,,,,Global / Public Database Scale,Terrestrial,Empirical Study,Population Structure Analysis|Demographic History Inference,,STRUCTURE,,,Global / Public Database Scale,Terrestrial,Empirical Study
https://openalex.org/W3013176417,Whole genome and phylogenetic analysis of two SARS-CoV-2 strains isolated in Italy in January and February 2020: additional clues on multiple introductions and further circulation in Europe,2020,tier1,,,,Whole Genome Sequence,,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference,,,,Whole Genome Sequence,Single Location,Not Specified,Empirical Study
https://openalex.org/W3047931689,Microbiome-mediated plasticity directs host evolution along several distinct time scales,2020,tier1,,,,Ecological / Environmental Variables,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Adaptation Inference|Eco-evolutionary Dynamics,,,,Ecological / Environmental Variables,Not Specified,Not Specified,Method / Model Paper|Empirical Study
https://openalex.org/W3109395447,Physiological Genomics of Adaptation to High-Altitude Hypoxia,2020,tier2,,,,SNP Genotype Data,,Not Specified|Single Location,High-altitude,Empirical Study|Method / Model Paper,Adaptation Inference|Selection / Positive Selection Detection,,,,SNP Genotype Data,Not Specified,High-altitude,Empirical Study
