work_id,title,year,evolbio_score
W3017216879,Parallelism in eco-morphology and gene expression despite variable evolutionary and genomic backgrounds in a Holarctic fish,2020,0.5791258811950684
W4388534600,How chromosomal inversions reorient the evolutionary process,2023,0.6366441249847412
W3108429045,Model and Non-model Insects in Chronobiology,2020,0.45046466588974
W3194572293,Acute SARS-CoV-2 infections harbor limited within-host diversity and transmit via tight transmission bottlenecks,2021,0.5109795331954956
W3107762183,Primate phylogenomics uncovers multiple rapid radiations and ancient interspecific introgression,2020,0.6441643238067627
W3083031381,A Darwinian Laboratory of Multiple Contact Zones,2020,0.6470312476158142
W3099124058,Genome Variation Map: a worldwide collection of genome variations across multiple species,2020,0.45465990900993347
W3016299625,The Genomics of Human Local Adaptation,2020,0.6046658754348755
W3007324177,The Role of Conformational Dynamics and Allostery in Modulating Protein Evolution,2020,0.5704566240310669
W3146423745,Homopolish: a method for the removal of systematic errors in nanopore sequencing by homologous polishing,2021,0.45305246114730835
W3201343058,Ancient genomics reveals tripartite origins of Japanese populations,2021,0.5422130823135376
W3162057263,A new classification of Cyperaceae (Poales) supported by phylogenomic data,2021,0.4813862144947052
W3183741867,Spatiotemporal invasion dynamics of SARS-CoV-2 lineage B.1.1.7 emergence,2021,0.5157387852668762
W3034934451,Beyond DNA barcoding: The unrealized potential of genome skim data in sample identification,2020,0.46048957109451294
W3022396962,Effects of the COVID-19 pandemic on life scientists,2020,0.4863627552986145
W3080967255,Ancient Jomon genome sequence analysis sheds light on migration patterns of early East Asian populations,2020,0.5837405920028687
W3031411888,Emergence of SARS-CoV-2 through recombination and strong purifying selection,2020,0.4722920060157776
W3184440907,"Reconstruction of proto-vertebrate, proto-cyclostome and proto-gnathostome genomes provides new insights into early vertebrate evolution",2021,0.6893911957740784
W3097452331,A complex phenotype in salmon controlled by a simple change in migratory timing,2020,0.4659717082977295
W4378976294,A global catalog of whole-genome diversity from 233 primate species,2023,0.7105792760848999
W3121486804,Alternative splicing landscapes in Arabidopsis thaliana across tissues and stress conditions highlight major functional differences with animals,2021,0.5631402730941772
W659378956,Population Genetics and Microevolutionary Theory,2021,0.6031703352928162
W3008479721,Predicting the Landscape of Recombination Using Deep Learning,2020,0.6101470589637756
W3139367551,The genic view of hybridization in the Anthropocene,2021,0.5319540500640869
W4205681504,Evolution of polygenic traits under global <i>vs</i> local adaptation,2022,0.5544511675834656
W3199434319,Insights into human history from the first decade of ancient human genomics,2021,0.4567888379096985
W4205950007,Consequences of Hybridization in Mammals: A Systematic Review,2021,0.6110357046127319
W3017342212,BOLD and GenBank revisited – Do identification errors arise in the lab or in the sequence libraries?,2020,0.4555247724056244
W3005235420,IQ-TREE 2: New Models and Efficient Methods for Phylogenetic Inference in the Genomic Era,2020,0.45059734582901
W3160025918,Alternative Animal Models of Aging Research,2021,0.6333929896354675
W4389132747,Cellular development and evolution of the mammalian cerebellum,2023,0.49392515420913696
W3176204079,Broad geographic sampling reveals the shared basis and environmental correlates of seasonal adaptation in Drosophila,2021,0.6249263286590576
W3188348639,"The Visual Opsin Gene Repertoires of Teleost Fishes: Evolution, Ecology, and Function",2021,0.6416835784912109
W4307584884,Why can't we predict traits from the environment?,2022,0.4550935924053192
W3048293476,Pathogen resistance may be the principal evolutionary advantage provided by the microbiome,2020,0.4797191023826599
W3106975553,Assessing ontogenetic maturity in extinct saurian reptiles,2020,0.5716392993927002
W3006038767,Recovering signals of ghost archaic introgression in African populations,2020,0.614708662033081
W4210701812,Deeply conserved synteny and the evolution of metazoan chromosomes,2022,0.6567132472991943
W3164117052,Detecting adaptive introgression in human evolution using convolutional neural networks,2021,0.4892103672027588
W3110169235,Inclusion of variants discovered from diverse populations improves polygenic risk score transferability,2020,0.47055768966674805
W3031374097,Venom Systems as Models for Studying the Origin and Regulation of Evolutionary Novelties,2020,0.6423531770706177
W3161034134,Tracking the international spread of SARS-CoV-2 lineages B.1.1.7 and B.1.351/501Y-V2,2021,0.49866366386413574
W3084301609,Impact of admixture and ancestry on eQTL analysis and GWAS colocalization in GTEx,2020,0.511779248714447
W3043763415,Toward a Fully Resolved Fungal Tree of Life,2020,0.5078988671302795
W3111525365,A global analysis of song frequency in passerines provides no support for the acoustic adaptation hypothesis but suggests a role for sexual selection,2020,0.4712137281894684
W3138098406,Diversity and functional landscapes in the microbiota of animals in the wild,2021,0.45271289348602295
W3048367870,Estimating the genome-wide contribution of selection to temporal allele frequency change,2020,0.4889582395553589
W3024872414,Genomic Insights into Plastid Evolution,2020,0.6375600695610046
W2999916586,Dating genomic variants and shared ancestry in population-scale sequencing data,2020,0.5413541197776794
W4283759841,"Characterization, costs, cues and future perspectives of phenotypic plasticity",2022,0.5052292943000793
W4206409428,Insect Diapause,2022,0.4766564965248108
W3080097995,“Epigenetic clocks”: Theory and applications in human biology,2020,0.45211541652679443
W3024108179,Nuclear phylogenomic analyses of asterids conflict with plastome trees and support novel relationships among major lineages,2020,0.6976568102836609
W3162125475,Endogenous retroviruses in the origins and treatment of cancer,2021,0.4667492210865021
W3028632011,Population genetic models of GERP scores suggest pervasive turnover of constrained sites across mammalian evolution,2020,0.5723465085029602
W3131612759,"DNA copy number variation: Main characteristics, evolutionary significance, and pathological aspects",2021,0.5805731415748596
W3181792462,The Baltimore Classification of Viruses 50 Years Later: How Does It Stand in the Light of Virus Evolution?,2021,0.5479720234870911
W4320494454,Deep reticulation: the long legacy of hybridization in vascular plant evolution,2023,0.6719880700111389
W3161622382,The evolution and changing ecology of the African hominid oral microbiome,2021,0.5454739332199097
W3020908563,Phenotypic Plasticity: From Theory and Genetics to Current and Future Challenges,2020,0.4621027708053589
W3014099245,"Frequency, Origins, and Evolutionary Role of Chromosomal Inversions in Plants",2020,0.6976193189620972
W4280649038,Giant <i>Starship</i> Elements Mobilize Accessory Genes in Fungal Genomes,2022,0.5725680589675903
W4210494137,Evolutionary velocity with protein language models predicts evolutionary dynamics of diverse proteins,2022,0.5206512808799744
W4205236321,Coevolutionary theory of hosts and parasites,2022,0.5693275332450867
W3217739320,Toward a genome sequence for every animal: Where are we now?,2021,0.5538522005081177
W2998989016,A Genus Definition for <i>Bacteria</i> and <i>Archaea</i> Based on a Standard Genome Relatedness Index,2020,0.5167785882949829
W3164567439,3D genomics across the tree of life reveals condensin II as a determinant of architecture type,2021,0.45480722188949585
W3164961447,UBCG2: Up-to-date bacterial core genes and pipeline for phylogenomic analysis,2021,0.5544775128364563
W3208266771,A connectome of the Drosophila central complex reveals network motifs suitable for flexible navigation and context-dependent action selection,2021,0.4542463719844818
W4281561633,Genetic variance in fitness indicates rapid contemporary adaptive evolution in wild animals,2022,0.49513688683509827
W3022107839,Wheat chromatin architecture is organized in genome territories and transcription factories,2020,0.5807556509971619
W4207084580,Comprehensive Species Sampling and Sophisticated Algorithmic Approaches Refute the Monophyly of Arachnida,2022,0.6224158406257629
W3046061267,Genomic-based taxonomic classification of the family Erythrobacteraceae,2020,0.5438230633735657
W3093771475,MolluscDB: an integrated functional and evolutionary genomics database for the hyper-diverse animal phylum Mollusca,2020,0.49083834886550903
W3012944241,Evolutionary Trajectory for the Emergence of Novel Coronavirus SARS-CoV-2,2020,0.5201147794723511
W3099982573,"A unifying, eco‐physiological framework for animal dormancy",2020,0.4881368577480316
W3210200039,Effects of Selection at Linked Sites on Patterns of Genetic Variability,2021,0.6699118614196777
W3117945779,Evolution of fold switching in a metamorphic protein,2020,0.4502895176410675
W4391100251,Deciphering cell states and genealogies of human haematopoiesis,2024,0.46609392762184143
W3105859013,"The Perfect Storm: Gene Tree Estimation Error, Incomplete Lineage Sorting, and Ancient Gene Flow Explain the Most Recalcitrant Ancient Angiosperm Clade, Malpighiales",2020,0.6340978145599365
W4221132928,Direct observation of adaptive tracking on ecological time scales in <i>Drosophila</i>,2022,0.6163210272789001
W3029265305,High quality genome sequences of thirteen Hypoxylaceae (Ascomycota) strengthen the phylogenetic family backbone and enable the discovery of new taxa,2020,0.6390935182571411
W3167867098,Predicting future from past: The genomic basis of recurrent and rapid stickleback evolution,2021,0.6120986342430115
W4391997401,Comparative genomics reveals the dynamics of chromosome evolution in Lepidoptera,2024,0.6145492196083069
W3157128367,Threespine Stickleback: A Model System For Evolutionary Genomics,2021,0.6085631847381592
W3010627043,"The diversity and distribution of endophytes across biomes, plant phylogeny and host tissues: how far have we come and where do we go from here?",2020,0.5151718854904175
W3016662794,Sex Chromosome Evolution: So Many Exceptions to the Rules,2020,0.5079992413520813
W3173730881,Haplotype tagging reveals parallel formation of hybrid races in two butterfly species,2021,0.655622661113739
W3008435731,"Plastome Evolution and Phylogeny of Orchidaceae, With 24 New Sequences",2020,0.590712308883667
W3099945355,"Plastomes of eight Ligusticum species: characterization, genome evolution, and phylogenetic relationships",2020,0.6229307651519775
W4378189287,A genome-informed higher rank classification of the biotechnologically important fungal subphylum <i> Saccharomycotina</i>,2023,0.45989754796028137
W3194095174,Exploring correlations in genetic and cultural variation across language families in northeast Asia,2021,0.5015482902526855
W3125922838,Mechanisms underlying gut microbiota–host interactions in insects,2021,0.4713696241378784
W3083358975,Predicting temperature mortality and selection in natural <i>Drosophila</i> populations,2020,0.45412176847457886
W4221042877,"Phylogenomic conflict analyses in the apple genus <i>Malus</i> s.l. reveal widespread hybridization and allopolyploidy driving diversification, with insights into the complex biogeographic history in the Northern Hemisphere",2022,0.5940207839012146
W2999869862,Tackling Rapid Radiations With Targeted Sequencing,2020,0.5599321126937866
W3146196870,Plant NLR diversity: the known unknowns of pan-NLRomes,2021,0.49336448311805725
W3007553916,"Origin, Diversity, and Evolution of Telomere Sequences in Plants",2020,0.6485302448272705
W3037349235,Dynamics of Insect–Microbiome Interaction Influence Host and Microbial Symbiont,2020,0.5165230631828308
W3036555894,The lateral plate mesoderm,2020,0.5359531044960022
W4308174537,Deleterious Variation in Natural Populations and Implications for Conservation Genetics,2022,0.5537209510803223
W3207939327,"The Bogert effect, a factor in evolution",2021,0.45632341504096985
W3003501768,Structural evolution drives diversification of the large LRR‐RLK gene family,2020,0.45214635133743286
W3037775055,Leaf reflectance spectra capture the evolutionary history of seed plants,2020,0.5070741176605225
W4327909816,A sampling strategy for genome sequencing the British terrestrial arthropod fauna,2023,0.48852550983428955
W3011565822,Toward an Evolutionarily Appropriate Null Model: Jointly Inferring Demography and Purifying Selection,2020,0.5565885901451111
W3172652410,Fish pigmentation and coloration: Molecular mechanisms and aquaculture perspectives,2021,0.48805177211761475
W4206641739,Why sequence all eukaryotes?,2022,0.45949485898017883
W3028202170,The Lifecycle of the Plant Immune System,2020,0.48632556200027466
W3018615967,CCMetagen: comprehensive and accurate identification of eukaryotes and prokaryotes in metagenomic data,2020,0.5199909806251526
W3199195377,A population-level invasion by transposable elements triggers genome expansion in a fungal pathogen,2021,0.5620321035385132
W3129515806,The origin of animals: an ancestral reconstruction of the unicellular-to-multicellular transition,2021,0.68265700340271
W3016609678,The evolutionary history and genomics of European blackcap migration,2020,0.6085792779922485
W3170431728,Rooting the Animal Tree of Life,2021,0.5050352215766907
W4328049762,Causal effects on complex traits are similar for common variants across segments of different continental ancestries within admixed individuals,2023,0.5364903211593628
W3163150242,A Comprehensive Phylogenomic Platform for Exploring the Angiosperm Tree of Life,2021,0.4774934947490692
W4293116279,The origins and molecular evolution of SARS-CoV-2 lineage B.1.1.7 in the UK,2022,0.5918718576431274
W3042122970,Recent Demographic History Inferred by High-Resolution Analysis of Linkage Disequilibrium,2020,0.48750922083854675
W3019415451,Performing Highly Efficient Genome Scans for Local Adaptation with R Package pcadapt Version 4,2020,0.5287069082260132
W3088101909,Genomic Features of Parthenogenetic Animals,2020,0.6383475065231323
W3135025442,High-Altitude Adaptation: Mechanistic Insights from Integrated Genomics and Physiology,2021,0.4633773863315582
W3106204292,Genetic admixture in Brazil,2020,0.5474553108215332
W3023051623,A consensus phylogenomic approach highlights paleopolyploid and rapid radiation in the history of Ericales,2020,0.5710451602935791
W3043453458,Detection of Plant Viruses and Disease Management: Relevance of Genetic Diversity and Evolution,2020,0.5248537063598633
W3043527810,CeMbio - The <i>Caenorhabditis elegans</i> Microbiome Resource,2020,0.49345341324806213
W3202168308,Prevalence and Adaptive Impact of Introgression,2021,0.6086458563804626
W3008209667,The origin of animal body plans: a view from fossil evidence and the regulatory genome,2020,0.685914933681488
W4225129690,DNA methylation: a historical perspective,2022,0.49884748458862305
W3194895608,The Gene's-Eye View of Evolution,2021,0.5542977452278137
W3024064700,Natural hybridization reveals incompatible alleles that cause melanoma in swordtail fish,2020,0.4898633658885956
W3107101620,Fluctuating optimum and temporally variable selection on breeding date in birds and mammals,2020,0.5244529247283936
W3002832353,Where Are We With Human Lice? A Review of the Current State of Knowledge,2020,0.5533369779586792
W3011613560,The evolutionary origins of the cat attractant nepetalactone in catnip,2020,0.5062150359153748
W3022164816,"Hermaphroditism in fishes: an annotated list of species, phylogeny, and mating system",2020,0.4998512268066406
W3002194232,Gene content evolution in the arthropods,2020,0.6630274653434753
W3200130214,Tracking the international spread of SARS-CoV-2 lineages B.1.1.7 and B.1.351/501Y-V2 with grinch,2021,0.473381906747818
W3195370685,The microbiome extends host evolutionary potential,2021,0.5599161386489868
W3089959412,The ancient wave of polyploidization events in flowering plants and their facilitated adaptation to environmental stress,2020,0.5124464631080627
W3004293435,Phylogenomic Insights into Deep Phylogeny of Angiosperms Based on Broad Nuclear Gene Sampling,2020,0.5823448896408081
W4206621711,Species divergence with gene flow and hybrid speciation on the Qinghai–Tibet Plateau,2022,0.5213804841041565
W4313611824,"<i>cis</i>-Regulatory Elements in Plant Development, Adaptation, and Evolution",2023,0.4894613027572632
W4393035934,Update on the proposed minimal standards for the use of genome data for the taxonomy of prokaryotes,2024,0.531913697719574
W3010020071,On the origin and continuing evolution of SARS-CoV-2,2020,0.6438853740692139
W4206495906,Sequestration of Plant Defense Compounds by Insects: From Mechanisms to Insect–Plant Coevolution,2022,0.4939282536506653
W4313250582,Truvari: refined structural variant comparison preserves allelic diversity,2022,0.6973016262054443
W3042958967,Gene Loss Predictably Drives Evolutionary Adaptation,2020,0.45353177189826965
W3040709534,Unambiguous identification of fungi: where do we stand and how accurate and precise is fungal DNA barcoding?,2020,0.6429077386856079
W3005090698,Assortative Mating in Hybrid Zones Is Remarkably Ineffective in Promoting Speciation,2020,0.6310209035873413
W4220825103,Biomineralization: Integrating mechanism and evolutionary history,2022,0.48625028133392334
W3016350077,Genetic and metabolic links between the murine microbiome and memory,2020,0.4694366455078125
W3110382400,Ecological adaptation in Atlantic herring is associated with large shifts in allele frequencies at hundreds of loci,2020,0.5002608299255371
W4280570469,Epistatic drift causes gradual decay of predictability in protein evolution,2022,0.5479129552841187
W4382893389,An Atlas of Variant Effects to understand the genome at nucleotide resolution,2023,0.45448681712150574
W4221082304,"The Expanding Role of DNA Barcodes: Indispensable Tools for Ecology, Evolution, and Conservation",2022,0.49613580107688904
W4226261637,Best practices in metabarcoding of fungi: From experimental design to results,2022,0.48315781354904175
W4294001681,"A compendium of 32,277 metagenome-assembled genomes and over 80 million genes from the early-life human gut microbiome",2022,0.5337681770324707
W3033359651,Within-Host Viral Diversity: A Window into Viral Evolution,2020,0.7113584280014038
W3017309630,Comparative analyses of the V4 and V9 regions of 18S rDNA for the extant eukaryotic community using the Illumina platform,2020,0.5186344981193542
W2998988705,Rearrangement and evolution of mitochondrial genomes in Thysanoptera (Insecta),2020,0.5478269457817078
W3011413344,Insights into human genetic variation and population history from 929 diverse genomes,2020,0.5773417949676514
W3007671504,Genomic evidence for two phylogenetic species and long-term population bottlenecks in red pandas,2020,0.6327419281005859
W4210670259,Exploring the Natural Origins of SARS-CoV-2 in the Light of Recombination,2022,0.5979616641998291
W3197386930,Epigenetics: a catalyst of plant immunity against pathogens,2021,0.4709654152393341
W3158509501,Fossil apes and human evolution,2021,0.6514791250228882
W3009215254,Horizontal Gene Transfer and Endophytes: An Implication for the Acquisition of Novel Traits,2020,0.6242246031761169
W3015968582,Evolution of male pregnancy associated with remodeling of canonical vertebrate immunity in seahorses and pipefishes,2020,0.46858566999435425
W3015363306,Insights into the Diversification and Evolution of R2R3-MYB Transcription Factors in Plants,2020,0.5032851099967957
W3014077108,Phylogeny and Functions of LOB Domain Proteins in Plants,2020,0.5279309749603271
W3184992463,"A nuclear phylogenomic study of the angiosperm order Myrtales, exploring the potential and limitations of the universal Angiosperms353 probe set",2021,0.6739656329154968
W4387410180,The pan-genome and local adaptation of Arabidopsis thaliana,2023,0.5078607201576233
W3122533633,"Phylogenomics, Origin, and Diversification of Anthozoans (Phylum Cnidaria)",2020,0.5262994766235352
W3200472081,Social evolution in mammals,2021,0.556388258934021
W3087838915,Chromosome-Scale Genome Assemblies of Aphids Reveal Extensively Rearranged Autosomes and Long-Term Conservation of the X Chromosome,2020,0.47003501653671265
W4213436894,A unified genealogy of modern and ancient genomes,2022,0.5251355171203613
W3133503807,Development and Molecular Genetics of<i>Marchantia polymorpha</i>,2021,0.5566942691802979
W3088172122,The evolutionary history of Neanderthal and Denisovan Y chromosomes,2020,0.6038590669631958
