work_id,concept_id,relation
W3018187768,opsin,hasConcept
W3018187768,visual_pigments,hasConcept
W3018187768,biology,hasConcept
W3018187768,spectral_sensitivity,hasConcept
W3018187768,rhodopsin,hasConcept
W3018187768,light_sensitivity,hasConcept
W3018187768,evolutionary_biology,hasConcept
W3018187768,photoprotection,hasConcept
W3018187768,ultraviolet_light,hasConcept
W3018187768,ecology,hasConcept
W3018187768,habitat,hasConcept
W3018187768,fish_<actinopterygii>,hasConcept
W3018187768,trichromacy,hasConcept
W3018187768,color_vision,hasConcept
W3018187768,zoology,hasConcept
W3018187768,fishery,hasConcept
W3018187768,botany,hasConcept
W3018187768,chemistry,hasConcept
W3018187768,optoelectronics,hasConcept
W3018187768,wavelength,hasConcept
W3018187768,computer_vision,hasConcept
W3018187768,retinal,hasConcept
W3018187768,computer_science,hasConcept
W3018187768,photochemistry,hasConcept
W3018187768,photosynthesis,hasConcept
W3018187768,physics,hasConcept
W3006759334,biology,hasConcept
W3006759334,systematics,hasConcept
W3006759334,taxon,hasConcept
W3006759334,phylogenetic_tree,hasConcept
W3006759334,evolutionary_biology,hasConcept
W3006759334,phylogenetics,hasConcept
W3006759334,extant_taxon,hasConcept
W3006759334,zoology,hasConcept
W3006759334,ecology,hasConcept
W3006759334,taxonomy_(biology),hasConcept
W3006759334,biochemistry,hasConcept
W3006759334,gene,hasConcept
W3041011883,lepidoptera_genitalia,hasConcept
W3041011883,genetic_algorithm,hasConcept
W3041011883,fission,hasConcept
W3041011883,biology,hasConcept
W3041011883,evolutionary_biology,hasConcept
W3041011883,ecology,hasConcept
W3041011883,physics,hasConcept
W3041011883,nuclear_physics,hasConcept
W3041011883,neutron,hasConcept
W4385278816,biology,hasConcept
W4385278816,dna_barcoding,hasConcept
W4385278816,internal_transcribed_spacer,hasConcept
W4385278816,amplicon,hasConcept
W4385278816,evolutionary_biology,hasConcept
W4385278816,dna_sequencing,hasConcept
W4385278816,barcode,hasConcept
W4385278816,genetic_marker,hasConcept
W4385278816,genetics,hasConcept
W4385278816,molecular_ecology,hasConcept
W4385278816,environmental_dna,hasConcept
W4385278816,microsatellite,hasConcept
W4385278816,computational_biology,hasConcept
W4385278816,ecology,hasConcept
W4385278816,polymerase_chain_reaction,hasConcept
W4385278816,dna,hasConcept
W4385278816,gene,hasConcept
W4385278816,biodiversity,hasConcept
W4385278816,ribosomal_rna,hasConcept
W4385278816,allele,hasConcept
W4385278816,operating_system,hasConcept
W4385278816,demography,hasConcept
W4385278816,computer_science,hasConcept
W4385278816,sociology,hasConcept
W4385278816,population,hasConcept
W4285093403,biology,hasConcept
W4285093403,domestication,hasConcept
W4285093403,genome,hasConcept
W4285093403,gene,hasConcept
W4285093403,genetics,hasConcept
W4285093403,evolutionary_biology,hasConcept
W4285093403,genetic_diversity,hasConcept
W4285093403,adaptation_(eye),hasConcept
W4285093403,nucleotide_diversity,hasConcept
W4285093403,genomics,hasConcept
W4285093403,haplotype,hasConcept
W4285093403,computational_biology,hasConcept
W4285093403,allele,hasConcept
W4285093403,population,hasConcept
W4285093403,neuroscience,hasConcept
W4285093403,sociology,hasConcept
W4285093403,demography,hasConcept
W3034747402,biology,hasConcept
W3034747402,evolutionary_biology,hasConcept
W3001749974,domestication,hasConcept
W3001749974,biology,hasConcept
W3001749974,genetics,hasConcept
W3001749974,evolutionary_biology,hasConcept
W4293051598,biology,hasConcept
W4293051598,adaptation_(eye),hasConcept
W4293051598,genetic_architecture,hasConcept
W4293051598,local_adaptation,hasConcept
W4293051598,ecological_genetics,hasConcept
W4293051598,genomics,hasConcept
W4293051598,evolutionary_biology,hasConcept
W4293051598,ecology,hasConcept
W4293051598,computational_biology,hasConcept
W4293051598,genome,hasConcept
W4293051598,genetics,hasConcept
W4293051598,quantitative_trait_locus,hasConcept
W4293051598,gene,hasConcept
W4293051598,population,hasConcept
W4293051598,demography,hasConcept
W4293051598,sociology,hasConcept
W4293051598,neuroscience,hasConcept
W3004122056,dothideomycetes,hasConcept
W3004122056,biology,hasConcept
W3004122056,genome,hasConcept
W3004122056,adaptation_(eye),hasConcept
W3004122056,phylogenetics,hasConcept
W3004122056,evolutionary_biology,hasConcept
W3004122056,ecology,hasConcept
W3004122056,gene,hasConcept
W3004122056,genetics,hasConcept
W3004122056,neuroscience,hasConcept
W4405670661,biology,hasConcept
W4405670661,adaptive_evolution,hasConcept
W4405670661,evolutionary_biology,hasConcept
W4405670661,molecular_evolution,hasConcept
W4405670661,computational_biology,hasConcept
W4405670661,genetics,hasConcept
W4405670661,phylogenetics,hasConcept
W4405670661,gene,hasConcept
W3009260711,heterogametic_sex,hasConcept
W3009260711,biology,hasConcept
W3009260711,sexual_dimorphism,hasConcept
W3009260711,chromosome,hasConcept
W3009260711,genetics,hasConcept
W3009260711,sex_linkage,hasConcept
W3009260711,evolutionary_biology,hasConcept
W3009260711,sexual_selection,hasConcept
W3009260711,w_chromosome,hasConcept
W3009260711,x_chromosome,hasConcept
W3009260711,evolution_of_sexual_reproduction,hasConcept
W3009260711,zoology,hasConcept
W3009260711,karyotype,hasConcept
W3009260711,gene,hasConcept
W3014884580,giant_virus,hasConcept
W3014884580,biology,hasConcept
W3014884580,genome,hasConcept
W3014884580,gene,hasConcept
W3014884580,three-domain_system,hasConcept
W3014884580,phylogenetic_tree,hasConcept
W3014884580,evolutionary_biology,hasConcept
W3014884580,encode,hasConcept
W3014884580,viral_evolution,hasConcept
W3014884580,computational_biology,hasConcept
W3014884580,phylogenetics,hasConcept
W3014884580,metabolic_pathway,hasConcept
W3014884580,metagenomics,hasConcept
W3014884580,clade,hasConcept
W3014884580,genetics,hasConcept
W4287730743,local_adaptation,hasConcept
W4287730743,adaptation_(eye),hasConcept
W4287730743,selection_(genetic_algorithm),hasConcept
W4287730743,trait,hasConcept
W4287730743,biology,hasConcept
W4287730743,evolutionary_biology,hasConcept
W4287730743,divergence_(linguistics),hasConcept
W4287730743,computer_science,hasConcept
W4287730743,artificial_intelligence,hasConcept
W4287730743,sociology,hasConcept
W4287730743,neuroscience,hasConcept
W4287730743,population,hasConcept
W4287730743,programming_language,hasConcept
W4287730743,philosophy,hasConcept
W4287730743,demography,hasConcept
W4287730743,linguistics,hasConcept
W3040417581,genome_size,hasConcept
W3040417581,genome,hasConcept
W3040417581,biology,hasConcept
W3040417581,whole_genome_sequencing,hasConcept
W3040417581,evolutionary_biology,hasConcept
W3040417581,dna_sequencing,hasConcept
W3040417581,computational_biology,hasConcept
W3040417581,reference_genome,hasConcept
W3040417581,genetics,hasConcept
W3040417581,gene,hasConcept
W4319812547,biology,hasConcept
W4319812547,locus_(genetics),hasConcept
W4319812547,gene_duplication,hasConcept
W4319812547,genetics,hasConcept
W4319812547,evolutionary_biology,hasConcept
W4319812547,subclade,hasConcept
W4319812547,gene,hasConcept
W4319812547,phylogenetics,hasConcept
W4319812547,clade,hasConcept
W4296032784,biology,hasConcept
W4296032784,microbiome,hasConcept
W4296032784,gut_flora,hasConcept
W4296032784,host_(biology),hasConcept
W4296032784,population,hasConcept
W4296032784,genome,hasConcept
W4296032784,evolutionary_biology,hasConcept
W4296032784,metagenomics,hasConcept
W4296032784,gut_microbiome,hasConcept
W4296032784,human_microbiome,hasConcept
W4296032784,phenotype,hasConcept
W4296032784,zoology,hasConcept
W4296032784,genetics,hasConcept
W4296032784,gene,hasConcept
W4296032784,immunology,hasConcept
W4296032784,demography,hasConcept
W4296032784,sociology,hasConcept
W3010767342,microbiome,hasConcept
W3010767342,biology,hasConcept
W3010767342,abiotic_component,hasConcept
W3010767342,population,hasConcept
W3010767342,host_(biology),hasConcept
W3010767342,phenotypic_plasticity,hasConcept
W3010767342,evolutionary_biology,hasConcept
W3010767342,ecology,hasConcept
W3010767342,zoology,hasConcept
W3010767342,genetics,hasConcept
W3010767342,sociology,hasConcept
W3010767342,demography,hasConcept
W4309766482,phylogenomics,hasConcept
W4309766482,tree_of_life_(biology),hasConcept
W4309766482,phylogenetic_tree,hasConcept
W4309766482,coalescent_theory,hasConcept
W4309766482,biology,hasConcept
W4309766482,evolutionary_biology,hasConcept
W4309766482,phylogenetics,hasConcept
W4309766482,phylogenetic_network,hasConcept
W4309766482,genome,hasConcept
W4309766482,clade,hasConcept
W4309766482,plant_evolution,hasConcept
W4309766482,inference,hasConcept
W4309766482,introgression,hasConcept
W4309766482,dna_sequencing,hasConcept
W4309766482,tree_(set_theory),hasConcept
W4309766482,genetics,hasConcept
W4309766482,gene,hasConcept
W4309766482,artificial_intelligence,hasConcept
W4309766482,computer_science,hasConcept
W4309766482,mathematics,hasConcept
W4309766482,mathematical_analysis,hasConcept
W3120875795,population,hasConcept
W3120875795,biology,hasConcept
W3120875795,evolutionary_biology,hasConcept
W3120875795,statistical_model,hasConcept
W3120875795,gene_flow,hasConcept
W3120875795,missing_data,hasConcept
W3120875795,statistics,hasConcept
W3120875795,demography,hasConcept
W3120875795,genetics,hasConcept
W3120875795,gene,hasConcept
W3120875795,mathematics,hasConcept
W3120875795,genetic_variation,hasConcept
W3120875795,sociology,hasConcept
W3080711553,transient_receptor_potential_channel,hasConcept
W3080711553,vertebrate,hasConcept
W3080711553,biology,hasConcept
W3080711553,subfamily,hasConcept
W3080711553,phylogenetic_tree,hasConcept
W3080711553,common_descent,hasConcept
W3080711553,evolutionary_biology,hasConcept
W3080711553,function_(biology),hasConcept
W3080711553,nomenclature,hasConcept
W3080711553,superfamily,hasConcept
W3080711553,phylogenetics,hasConcept
W3080711553,genetics,hasConcept
W3080711553,ecology,hasConcept
W3080711553,gene,hasConcept
W3080711553,taxonomy_(biology),hasConcept
W3080711553,receptor,hasConcept
W3120422619,biology,hasConcept
W3120422619,phylogenetic_tree,hasConcept
W3120422619,evolutionary_biology,hasConcept
W3120422619,phylogenetics,hasConcept
W3120422619,phylogenetic_relationship,hasConcept
W3120422619,computational_biology,hasConcept
W3120422619,genetics,hasConcept
W3120422619,gene,hasConcept
W4386316880,coalescent_theory,hasConcept
W4386316880,bottleneck,hasConcept
W4386316880,pleistocene,hasConcept
W4386316880,population_bottleneck,hasConcept
W4386316880,population,hasConcept
W4386316880,evolutionary_biology,hasConcept
W4386316880,demographic_history,hasConcept
W4386316880,effective_population_size,hasConcept
W4386316880,human_evolution,hasConcept
W4386316880,population_size,hasConcept
W4386316880,inference,hasConcept
W4386316880,homo_sapiens,hasConcept
W4386316880,biology,hasConcept
W4386316880,extinction_(optical_mineralogy),hasConcept
W4386316880,most_recent_common_ancestor,hasConcept
W4386316880,ancient_dna,hasConcept
W4386316880,fossil_record,hasConcept
W4386316880,paleontology,hasConcept
W4386316880,geography,hasConcept
W4386316880,archaeology,hasConcept
W4386316880,demography,hasConcept
W4386316880,phylogenetics,hasConcept
W4386316880,genetics,hasConcept
W4386316880,computer_science,hasConcept
W4386316880,genetic_diversity,hasConcept
W4386316880,artificial_intelligence,hasConcept
W4386316880,sociology,hasConcept
W4386316880,microsatellite,hasConcept
W4386316880,allele,hasConcept
W4386316880,gene,hasConcept
W4386316880,embedded_system,hasConcept
W3075891525,coalescent_theory,hasConcept
W3075891525,biology,hasConcept
W3075891525,phylogenetic_tree,hasConcept
W3075891525,evolutionary_biology,hasConcept
W3075891525,synteny,hasConcept
W3075891525,supermatrix,hasConcept
W3075891525,phylogenomics,hasConcept
W3075891525,phylogenetics,hasConcept
W3075891525,tree_(set_theory),hasConcept
W3075891525,context_(archaeology),hasConcept
W3075891525,genome,hasConcept
W3075891525,phylogenetic_network,hasConcept
W3075891525,computational_biology,hasConcept
W3075891525,gene,hasConcept
W3075891525,genetics,hasConcept
W3075891525,clade,hasConcept
W3075891525,paleontology,hasConcept
W3075891525,mathematical_analysis,hasConcept
W3075891525,algebra_over_a_field,hasConcept
W3075891525,pure_mathematics,hasConcept
W3075891525,mathematics,hasConcept
W3075891525,current_algebra,hasConcept
W3075891525,affine_lie_algebra,hasConcept
W3015494257,alphaproteobacteria,hasConcept
W3015494257,biology,hasConcept
W3015494257,biological_classification,hasConcept
W3015494257,strain_(injury),hasConcept
W3015494257,type_(biology),hasConcept
W3015494257,genome,hasConcept
W3015494257,taxonomic_rank,hasConcept
W3015494257,evolutionary_biology,hasConcept
W3015494257,computational_biology,hasConcept
W3015494257,genetics,hasConcept
W3015494257,ecology,hasConcept
W3015494257,gene,hasConcept
W3015494257,16s_ribosomal_rna,hasConcept
W3015494257,taxon,hasConcept
W3015494257,anatomy,hasConcept
W3196034458,biology,hasConcept
W3196034458,evolutionary_biology,hasConcept
W3196034458,effective_population_size,hasConcept
W3196034458,natural_selection,hasConcept
W3196034458,genetic_diversity,hasConcept
W3196034458,selection_(genetic_algorithm),hasConcept
W3196034458,neutral_theory_of_molecular_evolution,hasConcept
W3196034458,population,hasConcept
W3196034458,population_size,hasConcept
W3196034458,diversity_(politics),hasConcept
W3196034458,phylogenetic_tree,hasConcept
W3196034458,range_(aeronautics),hasConcept
W3196034458,pairwise_comparison,hasConcept
W3196034458,ecology,hasConcept
W3196034458,statistics,hasConcept
W3196034458,demography,hasConcept
W3196034458,genetics,hasConcept
W3196034458,anthropology,hasConcept
W3196034458,sociology,hasConcept
W3196034458,composite_material,hasConcept
W3196034458,gene,hasConcept
W3196034458,computer_science,hasConcept
W3196034458,mathematics,hasConcept
W3196034458,artificial_intelligence,hasConcept
W3196034458,materials_science,hasConcept
W3146958471,epistasis,hasConcept
W3146958471,trait,hasConcept
W3146958471,evolutionary_biology,hasConcept
W3146958471,biology,hasConcept
W3146958471,computational_biology,hasConcept
W3146958471,genetics,hasConcept
W3146958471,computer_science,hasConcept
W3146958471,gene,hasConcept
W3146958471,programming_language,hasConcept
W3083864964,biology,hasConcept
W3083864964,metagenomics,hasConcept
W3083864964,genome,hasConcept
W3083864964,human_genetics,hasConcept
W3083864964,computational_biology,hasConcept
W3083864964,genome_biology,hasConcept
W3083864964,evolutionary_biology,hasConcept
W3083864964,genomics,hasConcept
W3083864964,genetics,hasConcept
W3083864964,gene,hasConcept
W3035367124,coalescent_theory,hasConcept
W3035367124,biology,hasConcept
W3035367124,outlier,hasConcept
W3035367124,recombination,hasConcept
W3035367124,background_selection,hasConcept
W3035367124,gene_density,hasConcept
W3035367124,evolutionary_biology,hasConcept
W3035367124,genome,hasConcept
W3035367124,selection_(genetic_algorithm),hasConcept
W3035367124,genetic_variation,hasConcept
W3035367124,statistic,hasConcept
W3035367124,genetic_drift,hasConcept
W3035367124,population,hasConcept
W3035367124,genome_evolution,hasConcept
W3035367124,genetics,hasConcept
W3035367124,statistics,hasConcept
W3035367124,phylogenetic_tree,hasConcept
W3035367124,gene,hasConcept
W3035367124,computer_science,hasConcept
W3035367124,mathematics,hasConcept
W3035367124,demography,hasConcept
W3035367124,artificial_intelligence,hasConcept
W3035367124,sociology,hasConcept
W3213410277,introgression,hasConcept
W3213410277,coalescent_theory,hasConcept
W3213410277,biology,hasConcept
W3213410277,phylogenomics,hasConcept
W3213410277,phylogenetic_tree,hasConcept
W3213410277,evolutionary_biology,hasConcept
W3213410277,range_(aeronautics),hasConcept
W3213410277,genome,hasConcept
W3213410277,genetics,hasConcept
W3213410277,clade,hasConcept
W3213410277,gene,hasConcept
W3213410277,materials_science,hasConcept
W3213410277,composite_material,hasConcept
W3007052684,biology,hasConcept
W3007052684,evolutionary_biology,hasConcept
W3007052684,disease,hasConcept
W3007052684,computational_biology,hasConcept
W3007052684,neuroscience,hasConcept
W3007052684,plant_immunity,hasConcept
W3007052684,gene,hasConcept
W3007052684,genetics,hasConcept
W3007052684,medicine,hasConcept
W3007052684,arabidopsis,hasConcept
W3007052684,mutant,hasConcept
W3007052684,pathology,hasConcept
W3160855197,plumage,hasConcept
W3160855197,biology,hasConcept
W3160855197,evolutionary_biology,hasConcept
W3160855197,feather,hasConcept
W3160855197,iridescence,hasConcept
W3160855197,structural_coloration,hasConcept
W3160855197,phenotypic_trait,hasConcept
W3160855197,phenotype,hasConcept
W3160855197,zoology,hasConcept
W3160855197,genetics,hasConcept
W3160855197,gene,hasConcept
W3160855197,ecology,hasConcept
W3160855197,photonic_crystal,hasConcept
W3160855197,physics,hasConcept
W3160855197,optoelectronics,hasConcept
W3027192977,domestication,hasConcept
W3027192977,introgression,hasConcept
W3027192977,biology,hasConcept
W3027192977,locus_(genetics),hasConcept
W3027192977,haplogroup,hasConcept
W3027192977,haplotype,hasConcept
W3027192977,gene_pool,hasConcept
W3027192977,genome,hasConcept
W3027192977,gene,hasConcept
W3027192977,allele,hasConcept
W3027192977,evolutionary_biology,hasConcept
W3027192977,genetics,hasConcept
W3027192977,ancestor,hasConcept
W3027192977,breed,hasConcept
W3027192977,genetic_diversity,hasConcept
W3027192977,geography,hasConcept
W3027192977,population,hasConcept
W3027192977,archaeology,hasConcept
W3027192977,sociology,hasConcept
W3027192977,demography,hasConcept
W3192863794,biology,hasConcept
W3192863794,epigenetics,hasConcept
W3192863794,epigenome,hasConcept
W3192863794,context_(archaeology),hasConcept
W3192863794,crop,hasConcept
W3192863794,dna_methylation,hasConcept
W3192863794,adaptation_(eye),hasConcept
W3192863794,biotechnology,hasConcept
W3192863794,agriculture,hasConcept
W3192863794,evolutionary_biology,hasConcept
W3192863794,epigenesis,hasConcept
W3192863794,computational_biology,hasConcept
W3192863794,genetics,hasConcept
W3192863794,gene,hasConcept
W3192863794,ecology,hasConcept
W3192863794,gene_expression,hasConcept
W3192863794,neuroscience,hasConcept
W3192863794,paleontology,hasConcept
W4205901551,biology,hasConcept
W4205901551,phylogenetic_tree,hasConcept
W4205901551,molecular_clock,hasConcept
W4205901551,genome,hasConcept
W4205901551,mutation_rate,hasConcept
W4205901551,genetics,hasConcept
W4205901551,substitution_(logic),hasConcept
W4205901551,phylogenetics,hasConcept
W4205901551,evolutionary_biology,hasConcept
W4205901551,mutation,hasConcept
W4205901551,range_(aeronautics),hasConcept
W4205901551,transmissibility_(structural_dynamics),hasConcept
W4205901551,gene,hasConcept
W4205901551,composite_material,hasConcept
W4205901551,materials_science,hasConcept
W4205901551,physics,hasConcept
W4205901551,programming_language,hasConcept
W4205901551,vibration_isolation,hasConcept
W4205901551,computer_science,hasConcept
W4205901551,quantum_mechanics,hasConcept
W4205901551,vibration,hasConcept
W4381661616,mobile_genetic_elements,hasConcept
W4381661616,biology,hasConcept
W4381661616,immune_system,hasConcept
W4381661616,adaptation_(eye),hasConcept
W4381661616,genome,hasConcept
W4381661616,population,hasConcept
W4381661616,evolutionary_biology,hasConcept
W4381661616,host_(biology),hasConcept
W4381661616,mechanism_(biology),hasConcept
W4381661616,genetic_diversity,hasConcept
W4381661616,plasmid,hasConcept
W4381661616,genetics,hasConcept
W4381661616,computational_biology,hasConcept
W4381661616,gene,hasConcept
W4381661616,philosophy,hasConcept
W4381661616,sociology,hasConcept
W4381661616,neuroscience,hasConcept
W4381661616,demography,hasConcept
W4381661616,epistemology,hasConcept
W3021325701,biology,hasConcept
W3021325701,phylogenomics,hasConcept
W3021325701,amphibian,hasConcept
W3021325701,phylogenetic_tree,hasConcept
W3021325701,monophyly,hasConcept
W3021325701,phylogenetics,hasConcept
W3021325701,evolutionary_biology,hasConcept
W3021325701,supertree,hasConcept
W3021325701,lineage_(genetic),hasConcept
W3021325701,ecology,hasConcept
W3021325701,clade,hasConcept
W3021325701,gene,hasConcept
W3021325701,genetics,hasConcept
W4310071929,biology,hasConcept
W4310071929,enhancer,hasConcept
W4310071929,genetics,hasConcept
W4310071929,evolutionary_biology,hasConcept
W4310071929,human_genome,hasConcept
W4310071929,genome,hasConcept
W4310071929,macaque,hasConcept
W4310071929,human_evolution,hasConcept
W4310071929,adaptation_(eye),hasConcept
W4310071929,computational_biology,hasConcept
W4310071929,gene,hasConcept
W4310071929,neuroscience,hasConcept
W4310071929,gene_expression,hasConcept
W3113197882,biology,hasConcept
W3113197882,metarhizium,hasConcept
W3113197882,coevolution,hasConcept
W3113197882,generalist_and_specialist_species,hasConcept
W3113197882,monophyly,hasConcept
W3113197882,clade,hasConcept
W3113197882,evolutionary_biology,hasConcept
W3113197882,ecology,hasConcept
W3113197882,genome,hasConcept
W3113197882,host_(biology),hasConcept
W3113197882,entomology,hasConcept
W3113197882,phylogenetics,hasConcept
W3113197882,habitat,hasConcept
W3113197882,zoology,hasConcept
W3113197882,gene,hasConcept
W3113197882,genetics,hasConcept
W3113197882,biological_pest_control,hasConcept
W3113197882,metarhizium_anisopliae,hasConcept
W3048671222,clade,hasConcept
W3048671222,pandemic,hasConcept
W3048671222,coronavirus_disease_2019_(covid-19),hasConcept
W3048671222,severe_acute_respiratory_syndrome_coronavirus_2_(sars-cov-2),hasConcept
W3048671222,2019-20_coronavirus_outbreak,hasConcept
W3048671222,distribution_(mathematics),hasConcept
W3048671222,evolutionary_biology,hasConcept
W3048671222,geography,hasConcept
W3048671222,genome,hasConcept
W3048671222,data_science,hasConcept
W3048671222,computational_biology,hasConcept
W3048671222,biology,hasConcept
W3048671222,genealogy,hasConcept
W3048671222,virology,hasConcept
W3048671222,history,hasConcept
W3048671222,phylogenetics,hasConcept
W3048671222,medicine,hasConcept
W3048671222,genetics,hasConcept
W3048671222,computer_science,hasConcept
W3048671222,gene,hasConcept
W3048671222,infectious_disease_(medical_specialty),hasConcept
W3048671222,pathology,hasConcept
W3048671222,disease,hasConcept
W3048671222,outbreak,hasConcept
W3048671222,mathematics,hasConcept
W3048671222,mathematical_analysis,hasConcept
W3187374982,biology,hasConcept
W3187374982,evolutionary_biology,hasConcept
W3187374982,endosymbiosis,hasConcept
W3187374982,tree_of_life_(biology),hasConcept
W3187374982,phylogenetics,hasConcept
W3187374982,phylogenetic_tree,hasConcept
W3187374982,most_recent_common_ancestor,hasConcept
W3187374982,clade,hasConcept
W3187374982,genome,hasConcept
W3187374982,extant_taxon,hasConcept
W3187374982,abiogenesis,hasConcept
W3187374982,three-domain_system,hasConcept
W3187374982,gene,hasConcept
W3187374982,genetics,hasConcept
W3187374982,plastid,hasConcept
W3187374982,chloroplast,hasConcept
W2982414522,transcriptome,hasConcept
W2982414522,ageing,hasConcept
W2982414522,key_(lock),hasConcept
W2982414522,biology,hasConcept
W2982414522,computational_biology,hasConcept
W2982414522,evolutionary_biology,hasConcept
W2982414522,genetics,hasConcept
W2982414522,gene,hasConcept
W2982414522,ecology,hasConcept
W2982414522,gene_expression,hasConcept
W4206193472,biology,hasConcept
W4206193472,parasitology,hasConcept
W4206193472,host_(biology),hasConcept
W4206193472,evolutionary_biology,hasConcept
W4206193472,parasitism,hasConcept
W4206193472,genomics,hasConcept
W4206193472,infectious_disease_(medical_specialty),hasConcept
W4206193472,zoology,hasConcept
W4206193472,ecology,hasConcept
W4206193472,genome,hasConcept
W4206193472,disease,hasConcept
W4206193472,genetics,hasConcept
W4206193472,gene,hasConcept
W4206193472,medicine,hasConcept
W4206193472,pathology,hasConcept
W3081335591,evolutionary_biology,hasConcept
W3081335591,biology,hasConcept
W3081335591,genome,hasConcept
W3081335591,context_(archaeology),hasConcept
W3081335591,trait,hasConcept
W3081335591,dna_sequencing,hasConcept
W3081335591,exaptation,hasConcept
W3081335591,genome_evolution,hasConcept
W3081335591,human_evolutionary_genetics,hasConcept
W3081335591,computational_biology,hasConcept
W3081335591,genetics,hasConcept
W3081335591,computer_science,hasConcept
W3081335591,gene,hasConcept
W3081335591,paleontology,hasConcept
W3081335591,programming_language,hasConcept
W3002838797,firmicutes,hasConcept
W3002838797,biology,hasConcept
W3002838797,phylum,hasConcept
W3002838797,evolutionary_biology,hasConcept
W3002838797,gram,hasConcept
W3002838797,most_recent_common_ancestor,hasConcept
W3002838797,phenotype,hasConcept
W3002838797,genetics,hasConcept
W3002838797,bacteria,hasConcept
W3002838797,phylogenetics,hasConcept
W3002838797,gene,hasConcept
W3002838797,16s_ribosomal_rna,hasConcept
W3136772542,biology,hasConcept
W3136772542,parasite_hosting,hasConcept
W3136772542,evolutionary_biology,hasConcept
W3136772542,ecology,hasConcept
W3136772542,statistical_physics,hasConcept
W3136772542,physics,hasConcept
W3136772542,world_wide_web,hasConcept
W3136772542,computer_science,hasConcept
W3096491883,phylum,hasConcept
W3096491883,ascomycota,hasConcept
W3096491883,genome,hasConcept
W3096491883,phylogenetics,hasConcept
W3096491883,biology,hasConcept
W3096491883,evolutionary_biology,hasConcept
W3096491883,parallel_evolution,hasConcept
W3096491883,genetics,hasConcept
W3096491883,gene,hasConcept
W4318617997,introgression,hasConcept
W4318617997,biology,hasConcept
W4318617997,generalist_and_specialist_species,hasConcept
W4318617997,niche,hasConcept
W4318617997,range_(aeronautics),hasConcept
W4318617997,vulnerability_(computing),hasConcept
W4318617997,climate_change,hasConcept
W4318617997,ecology,hasConcept
W4318617997,evolutionary_biology,hasConcept
W4318617997,gene,hasConcept
W4318617997,habitat,hasConcept
W4318617997,genetics,hasConcept
W4318617997,computer_science,hasConcept
W4318617997,materials_science,hasConcept
W4318617997,computer_security,hasConcept
W4318617997,composite_material,hasConcept
W4220723349,brain_size,hasConcept
W4220723349,biology,hasConcept
W4220723349,cerebrum,hasConcept
W4220723349,neuron,hasConcept
W4220723349,neuroscience,hasConcept
W4220723349,evolutionary_biology,hasConcept
W4220723349,phylogenetic_tree,hasConcept
W4220723349,phylogenetics,hasConcept
W4220723349,biological_evolution,hasConcept
W4220723349,central_nervous_system,hasConcept
W4220723349,gene,hasConcept
W4220723349,genetics,hasConcept
W4220723349,magnetic_resonance_imaging,hasConcept
W4220723349,medicine,hasConcept
W4220723349,radiology,hasConcept
W3185283445,deltaproteobacteria,hasConcept
W3185283445,biology,hasConcept
W3185283445,phylogenetics,hasConcept
W3185283445,evolutionary_biology,hasConcept
W3185283445,phylum,hasConcept
W3185283445,microbiome,hasConcept
W3185283445,metagenomics,hasConcept
W3185283445,ecology,hasConcept
W3185283445,genome,hasConcept
W3185283445,genetics,hasConcept
W3185283445,gammaproteobacteria,hasConcept
W3185283445,gene,hasConcept
W3185283445,16s_ribosomal_rna,hasConcept
W3035031813,biology,hasConcept
W3035031813,genetic_diversity,hasConcept
W3035031813,phylogenetic_tree,hasConcept
W3035031813,mobile_genetic_elements,hasConcept
W3035031813,evolutionary_biology,hasConcept
W3035031813,phylogenetics,hasConcept
W3035031813,horizontal_gene_transfer,hasConcept
W3035031813,genome,hasConcept
W3035031813,genetics,hasConcept
W3035031813,gene_pool,hasConcept
W3035031813,gene,hasConcept
W3035031813,genetic_variation,hasConcept
W3035031813,gene_flow,hasConcept
W3035031813,phylogenetic_diversity,hasConcept
W3035031813,population,hasConcept
W3035031813,sociology,hasConcept
W3035031813,demography,hasConcept
W3019976500,biology,hasConcept
W3019976500,somatic_cell,hasConcept
W3019976500,oogenesis,hasConcept
W3019976500,cell_lineage,hasConcept
W3019976500,lineage_(genetic),hasConcept
W3019976500,drosophila_(subgenus),hasConcept
W3019976500,ovary,hasConcept
W3019976500,drosophila_melanogaster,hasConcept
W3019976500,evolutionary_biology,hasConcept
W3019976500,atlas_(anatomy),hasConcept
W3019976500,cell_biology,hasConcept
W3019976500,oocyte,hasConcept
W3019976500,genetics,hasConcept
W3019976500,computational_biology,hasConcept
W3019976500,cellular_differentiation,hasConcept
W3019976500,gene,hasConcept
W3019976500,anatomy,hasConcept
W3019976500,embryo,hasConcept
W3131376036,biology,hasConcept
W3131376036,selection_(genetic_algorithm),hasConcept
W3131376036,background_selection,hasConcept
W3131376036,inference,hasConcept
W3131376036,population,hasConcept
W3131376036,negative_selection,hasConcept
W3131376036,population_size,hasConcept
W3131376036,evolutionary_biology,hasConcept
W3131376036,effective_population_size,hasConcept
W3131376036,demographic_history,hasConcept
W3131376036,statistics,hasConcept
W3131376036,econometrics,hasConcept
W3131376036,genetics,hasConcept
W3131376036,computer_science,hasConcept
W3131376036,mathematics,hasConcept
W3131376036,genetic_variation,hasConcept
